code,name,rank,trade_date,run_time
000100,TCL科技,8.0,2026-01-05,2026-01-05 22:47:05
002703,浙江世宝,9.0,2026-01-05,2026-01-05 22:47:05
300429,强力新材,10.0,2026-01-05,2026-01-05 22:47:05
300059,东方财富,1.0,2026-01-06,2026-01-06 11:14:02
000981,山子高科,2.0,2026-01-06,2026-01-06 11:14:02
000100,TCL科技,3.0,2026-01-06,2026-01-06 11:14:02
300033,同花顺,4.0,2026-01-06,2026-01-06 11:14:02
600879,航天电子,5.0,2026-01-06,2026-01-06 11:14:02
601899,紫金矿业,6.0,2026-01-06,2026-01-06 11:14:02
300803,指南针,7.0,2026-01-06,2026-01-06 11:14:02
000725,京东方Ａ,8.0,2026-01-06,2026-01-06 11:14:02
603402,N陕旅,9.0,2026-01-06,2026-01-06 11:14:02
002471,中超控股,10.0,2026-01-06,2026-01-06 11:14:02
000547,航天发展,1.0,2026-01-07,2026-01-07 11:16:15
002371,北方华创,2.0,2026-01-07,2026-01-07 11:16:15
002340,格林美,3.0,2026-01-07,2026-01-07 11:16:15
002792,通宇通讯,4.0,2026-01-07,2026-01-07 11:16:15
300346,南大光电,5.0,2026-01-07,2026-01-07 11:16:15
002639,雪人集团,6.0,2026-01-07,2026-01-07 11:16:15
300604,长川科技,7.0,2026-01-07,2026-01-07 11:16:15
601179,中国西电,8.0,2026-01-07,2026-01-07 11:16:15
600111,北方稀土,9.0,2026-01-07,2026-01-07 11:16:15
600105,永鼎股份,10.0,2026-01-07,2026-01-07 11:16:15
000547,航天发展,1.0,2026-01-07,2026-01-07 11:21:08
002371,北方华创,2.0,2026-01-07,2026-01-07 11:21:08
002340,格林美,3.0,2026-01-07,2026-01-07 11:21:08
002792,通宇通讯,4.0,2026-01-07,2026-01-07 11:21:08
300346,南大光电,5.0,2026-01-07,2026-01-07 11:21:08
002639,雪人集团,6.0,2026-01-07,2026-01-07 11:21:08
300604,长川科技,7.0,2026-01-07,2026-01-07 11:21:08
601179,中国西电,8.0,2026-01-07,2026-01-07 11:21:08
600111,北方稀土,9.0,2026-01-07,2026-01-07 11:21:08
600105,永鼎股份,10.0,2026-01-07,2026-01-07 11:21:08
000547,航天发展,1.0,2026-01-07,2026-01-07 11:24:59
002371,北方华创,2.0,2026-01-07,2026-01-07 11:24:59
002340,格林美,3.0,2026-01-07,2026-01-07 11:24:59
002792,通宇通讯,4.0,2026-01-07,2026-01-07 11:24:59
300346,南大光电,5.0,2026-01-07,2026-01-07 11:24:59
002639,雪人集团,6.0,2026-01-07,2026-01-07 11:24:59
300604,长川科技,7.0,2026-01-07,2026-01-07 11:24:59
601179,中国西电,8.0,2026-01-07,2026-01-07 11:24:59
600111,北方稀土,9.0,2026-01-07,2026-01-07 11:24:59
600105,永鼎股份,10.0,2026-01-07,2026-01-07 11:24:59
000547,航天发展,1.0,2026-01-07,2026-01-07 11:26:37
002371,北方华创,2.0,2026-01-07,2026-01-07 11:26:37
002340,格林美,3.0,2026-01-07,2026-01-07 11:26:37
002792,通宇通讯,4.0,2026-01-07,2026-01-07 11:26:37
300346,南大光电,5.0,2026-01-07,2026-01-07 11:26:37
002639,雪人集团,6.0,2026-01-07,2026-01-07 11:26:37
300604,长川科技,7.0,2026-01-07,2026-01-07 11:26:37
601179,中国西电,8.0,2026-01-07,2026-01-07 11:26:37
600111,北方稀土,9.0,2026-01-07,2026-01-07 11:26:37
600105,永鼎股份,10.0,2026-01-07,2026-01-07 11:26:37
000547,航天发展,1.0,2026-01-07,2026-01-07 18:40:27
002371,北方华创,2.0,2026-01-07,2026-01-07 18:40:27
002340,格林美,3.0,2026-01-07,2026-01-07 18:40:27
002792,通宇通讯,4.0,2026-01-07,2026-01-07 18:40:27
300346,南大光电,5.0,2026-01-07,2026-01-07 18:40:27
002639,雪人集团,6.0,2026-01-07,2026-01-07 18:40:27
300604,长川科技,7.0,2026-01-07,2026-01-07 18:40:27
601179,中国西电,8.0,2026-01-07,2026-01-07 18:40:27
600111,北方稀土,9.0,2026-01-07,2026-01-07 18:40:27
600105,永鼎股份,10.0,2026-01-07,2026-01-07 18:40:27
000547,航天发展,1.0,2026-01-07,2026-01-07 18:43:03
002371,北方华创,2.0,2026-01-07,2026-01-07 18:43:03
002340,格林美,3.0,2026-01-07,2026-01-07 18:43:03
002792,通宇通讯,4.0,2026-01-07,2026-01-07 18:43:03
300346,南大光电,5.0,2026-01-07,2026-01-07 18:43:03
002639,雪人集团,6.0,2026-01-07,2026-01-07 18:43:03
300604,长川科技,7.0,2026-01-07,2026-01-07 18:43:03
601179,中国西电,8.0,2026-01-07,2026-01-07 18:43:03
600111,北方稀土,9.0,2026-01-07,2026-01-07 18:43:03
600105,永鼎股份,10.0,2026-01-07,2026-01-07 18:43:03
600879,航天电子,1.0,2026-01-08,2026-01-08 18:56:20
002195,岩山科技,2.0,2026-01-08,2026-01-08 18:56:20
000901,航天科技,3.0,2026-01-08,2026-01-08 18:56:20
300065,海兰信,4.0,2026-01-08,2026-01-08 18:56:20
300170,汉得信息,5.0,2026-01-08,2026-01-08 18:56:20
600967,内蒙一机,6.0,2026-01-08,2026-01-08 18:56:20
600150,中国船舶,7.0,2026-01-08,2026-01-08 18:56:20
002565,顺灏股份,8.0,2026-01-08,2026-01-08 18:56:20
300102,乾照光电,9.0,2026-01-08,2026-01-08 18:56:20
603019,中科曙光,10.0,2026-01-08,2026-01-08 18:56:20
600879,航天电子,1.0,2026-01-08,2026-01-08 19:46:11
002195,岩山科技,2.0,2026-01-08,2026-01-08 19:46:11
000901,航天科技,3.0,2026-01-08,2026-01-08 19:46:11
300065,海兰信,4.0,2026-01-08,2026-01-08 19:46:11
300170,汉得信息,5.0,2026-01-08,2026-01-08 19:46:11
600967,内蒙一机,6.0,2026-01-08,2026-01-08 19:46:11
600150,中国船舶,7.0,2026-01-08,2026-01-08 19:46:11
002565,顺灏股份,8.0,2026-01-08,2026-01-08 19:46:11
300102,乾照光电,9.0,2026-01-08,2026-01-08 19:46:11
603019,中科曙光,10.0,2026-01-08,2026-01-08 19:46:11
600879,航天电子,1.0,2026-01-08,2026-01-08 19:46:30
002195,岩山科技,2.0,2026-01-08,2026-01-08 19:46:30
000901,航天科技,3.0,2026-01-08,2026-01-08 19:46:30
300065,海兰信,4.0,2026-01-08,2026-01-08 19:46:30
300170,汉得信息,5.0,2026-01-08,2026-01-08 19:46:30
600967,内蒙一机,6.0,2026-01-08,2026-01-08 19:46:30
600150,中国船舶,7.0,2026-01-08,2026-01-08 19:46:30
002565,顺灏股份,8.0,2026-01-08,2026-01-08 19:46:30
300102,乾照光电,9.0,2026-01-08,2026-01-08 19:46:30
603019,中科曙光,10.0,2026-01-08,2026-01-08 19:46:30
002131,利欧股份,1.0,2026-01-09,2026-01-10 17:13:09
600143,金发科技,2.0,2026-01-09,2026-01-10 17:13:09
300418,昆仑万维,3.0,2026-01-09,2026-01-10 17:13:09
002050,三花智控,4.0,2026-01-09,2026-01-10 17:13:09
600410,华胜天成,5.0,2026-01-09,2026-01-10 17:13:09
002400,省广集团,6.0,2026-01-09,2026-01-10 17:13:09
301171,易点天下,7.0,2026-01-09,2026-01-10 17:13:09
300063,天龙集团,8.0,2026-01-09,2026-01-10 17:13:09
300058,蓝色光标,9.0,2026-01-09,2026-01-10 17:13:09
600050,中国联通,10.0,2026-01-09,2026-01-10 17:13:09
002131,利欧股份,1.0,2026-01-09,2026-01-11 16:14:41
600143,金发科技,2.0,2026-01-09,2026-01-11 16:14:41
300418,昆仑万维,3.0,2026-01-09,2026-01-11 16:14:41
002050,三花智控,4.0,2026-01-09,2026-01-11 16:14:41
600410,华胜天成,5.0,2026-01-09,2026-01-11 16:14:41
002400,省广集团,6.0,2026-01-09,2026-01-11 16:14:41
301171,易点天下,7.0,2026-01-09,2026-01-11 16:14:41
300063,天龙集团,8.0,2026-01-09,2026-01-11 16:14:41
300058,蓝色光标,9.0,2026-01-09,2026-01-11 16:14:41
600050,中国联通,10.0,2026-01-09,2026-01-11 16:14:41
600879,航天电子,1.0,2026-01-09,2026-01-11 16:15:03
002195,岩山科技,2.0,2026-01-09,2026-01-11 16:15:03
000901,航天科技,3.0,2026-01-09,2026-01-11 16:15:03
300065,海兰信,4.0,2026-01-09,2026-01-11 16:15:03
300170,汉得信息,5.0,2026-01-09,2026-01-11 16:15:03
600967,内蒙一机,6.0,2026-01-09,2026-01-11 16:15:03
600150,中国船舶,7.0,2026-01-09,2026-01-11 16:15:03
002565,顺灏股份,8.0,2026-01-09,2026-01-11 16:15:03
300102,乾照光电,9.0,2026-01-09,2026-01-11 16:15:03
603019,中科曙光,10.0,2026-01-09,2026-01-11 16:15:03
600879,航天电子,1.0,2026-01-09,2026-01-11 16:27:57
002195,岩山科技,2.0,2026-01-09,2026-01-11 16:27:57
000901,航天科技,3.0,2026-01-09,2026-01-11 16:27:57
300065,海兰信,4.0,2026-01-09,2026-01-11 16:27:57
300170,汉得信息,5.0,2026-01-09,2026-01-11 16:27:57
600967,内蒙一机,6.0,2026-01-09,2026-01-11 16:27:57
600150,中国船舶,7.0,2026-01-09,2026-01-11 16:27:57
002565,顺灏股份,8.0,2026-01-09,2026-01-11 16:27:57
300102,乾照光电,9.0,2026-01-09,2026-01-11 16:27:57
603019,中科曙光,10.0,2026-01-09,2026-01-11 16:27:57
600879,航天电子,1.0,2026-01-09,2026-01-11 16:28:44
002195,岩山科技,2.0,2026-01-09,2026-01-11 16:28:44
000901,航天科技,3.0,2026-01-09,2026-01-11 16:28:44
300065,海兰信,4.0,2026-01-09,2026-01-11 16:28:44
300170,汉得信息,5.0,2026-01-09,2026-01-11 16:28:44
600967,内蒙一机,6.0,2026-01-09,2026-01-11 16:28:44
600150,中国船舶,7.0,2026-01-09,2026-01-11 16:28:44
002565,顺灏股份,8.0,2026-01-09,2026-01-11 16:28:44
300102,乾照光电,9.0,2026-01-09,2026-01-11 16:28:44
603019,中科曙光,10.0,2026-01-09,2026-01-11 16:28:44
600879,航天电子,1.0,2026-01-09,2026-01-11 16:30:44
002195,岩山科技,2.0,2026-01-09,2026-01-11 16:30:44
000901,航天科技,3.0,2026-01-09,2026-01-11 16:30:44
300065,海兰信,4.0,2026-01-09,2026-01-11 16:30:44
300170,汉得信息,5.0,2026-01-09,2026-01-11 16:30:44
600967,内蒙一机,6.0,2026-01-09,2026-01-11 16:30:44
600150,中国船舶,7.0,2026-01-09,2026-01-11 16:30:44
002565,顺灏股份,8.0,2026-01-09,2026-01-11 16:30:44
300102,乾照光电,9.0,2026-01-09,2026-01-11 16:30:44
603019,中科曙光,10.0,2026-01-09,2026-01-11 16:30:44
600879,航天电子,1.0,2026-01-09,2026-01-11 16:40:37
002195,岩山科技,2.0,2026-01-09,2026-01-11 16:40:37
000901,航天科技,3.0,2026-01-09,2026-01-11 16:40:37
300065,海兰信,4.0,2026-01-09,2026-01-11 16:40:37
300170,汉得信息,5.0,2026-01-09,2026-01-11 16:40:37
600967,内蒙一机,6.0,2026-01-09,2026-01-11 16:40:37
600150,中国船舶,7.0,2026-01-09,2026-01-11 16:40:37
002565,顺灏股份,8.0,2026-01-09,2026-01-11 16:40:37
300102,乾照光电,9.0,2026-01-09,2026-01-11 16:40:37
603019,中科曙光,10.0,2026-01-09,2026-01-11 16:40:37
600879,航天电子,1.0,2026-01-09,2026-01-11 16:41:14
002195,岩山科技,2.0,2026-01-09,2026-01-11 16:41:14
000901,航天科技,3.0,2026-01-09,2026-01-11 16:41:14
300065,海兰信,4.0,2026-01-09,2026-01-11 16:41:14
300170,汉得信息,5.0,2026-01-09,2026-01-11 16:41:14
600967,内蒙一机,6.0,2026-01-09,2026-01-11 16:41:14
600150,中国船舶,7.0,2026-01-09,2026-01-11 16:41:14
002565,顺灏股份,8.0,2026-01-09,2026-01-11 16:41:14
300102,乾照光电,9.0,2026-01-09,2026-01-11 16:41:14
603019,中科曙光,10.0,2026-01-09,2026-01-11 16:41:14
300059,东方财富,1.0,2026-01-12,2026-01-12 11:49:49
002600,领益智造,2.0,2026-01-12,2026-01-12 11:49:49
600118,中国卫星,3.0,2026-01-12,2026-01-12 11:49:49
000981,山子高科,4.0,2026-01-12,2026-01-12 11:49:49
002195,岩山科技,5.0,2026-01-12,2026-01-12 11:49:49
601099,太平洋,6.0,2026-01-12,2026-01-12 11:49:49
002465,海格通信,7.0,2026-01-12,2026-01-12 11:49:49
600839,四川长虹,8.0,2026-01-12,2026-01-12 11:49:49
600111,北方稀土,9.0,2026-01-12,2026-01-12 11:49:49
000066,中国长城,10.0,2026-01-12,2026-01-12 11:49:49
300059,东方财富,1.0,2026-01-12,2026-01-12 12:10:43
002600,领益智造,2.0,2026-01-12,2026-01-12 12:10:43
600118,中国卫星,3.0,2026-01-12,2026-01-12 12:10:43
000981,山子高科,4.0,2026-01-12,2026-01-12 12:10:43
002195,岩山科技,5.0,2026-01-12,2026-01-12 12:10:43
601099,太平洋,6.0,2026-01-12,2026-01-12 12:10:43
002465,海格通信,7.0,2026-01-12,2026-01-12 12:10:43
600839,四川长虹,8.0,2026-01-12,2026-01-12 12:10:43
600111,北方稀土,9.0,2026-01-12,2026-01-12 12:10:43
000066,中国长城,10.0,2026-01-12,2026-01-12 12:10:43
000981,山子高科,1.0,2026-01-13,2026-01-13 21:13:24
002195,岩山科技,2.0,2026-01-13,2026-01-13 21:13:24
600879,航天电子,3.0,2026-01-13,2026-01-13 21:13:24
300773,拉卡拉,4.0,2026-01-13,2026-01-13 21:13:24
002463,沪电股份,5.0,2026-01-13,2026-01-13 21:13:24
300059,东方财富,6.0,2026-01-13,2026-01-13 21:13:24
603000,人民网,7.0,2026-01-13,2026-01-13 21:13:24
601216,君正集团,8.0,2026-01-13,2026-01-13 21:13:24
000725,京东方Ａ,9.0,2026-01-13,2026-01-13 21:13:24
002354,天娱数科,10.0,2026-01-13,2026-01-13 21:13:24
000981,山子高科,1.0,2026-01-13,2026-01-13 21:15:41
002195,岩山科技,2.0,2026-01-13,2026-01-13 21:15:41
600879,航天电子,3.0,2026-01-13,2026-01-13 21:15:41
300773,拉卡拉,4.0,2026-01-13,2026-01-13 21:15:41
002463,沪电股份,5.0,2026-01-13,2026-01-13 21:15:41
300059,东方财富,6.0,2026-01-13,2026-01-13 21:15:41
603000,人民网,7.0,2026-01-13,2026-01-13 21:15:41
601216,君正集团,8.0,2026-01-13,2026-01-13 21:15:41
000725,京东方Ａ,9.0,2026-01-13,2026-01-13 21:15:41
002354,天娱数科,10.0,2026-01-13,2026-01-13 21:15:41
689009,九号公司-WD,1.0,2026-01-14,2026-01-14 20:27:47
688981,中芯国际,2.0,2026-01-14,2026-01-14 20:27:47
688819,天能股份,3.0,2026-01-14,2026-01-14 20:27:47
688809,强一股份,4.0,2026-01-14,2026-01-14 20:27:47
688807,优迅股份,5.0,2026-01-14,2026-01-14 20:27:47
688805,健信超导,6.0,2026-01-14,2026-01-14 20:27:47
688802,沐曦股份-U,7.0,2026-01-14,2026-01-14 20:27:47
688800,瑞可达,8.0,2026-01-14,2026-01-14 20:27:47
688799,华纳药厂,9.0,2026-01-14,2026-01-14 20:27:47
688798,艾为电子,10.0,2026-01-14,2026-01-14 20:27:47
689009,九号公司-WD,1.0,2026-01-14,2026-01-14 20:29:09
688981,中芯国际,2.0,2026-01-14,2026-01-14 20:29:09
688819,天能股份,3.0,2026-01-14,2026-01-14 20:29:09
688809,强一股份,4.0,2026-01-14,2026-01-14 20:29:09
688807,优迅股份,5.0,2026-01-14,2026-01-14 20:29:09
688805,健信超导,6.0,2026-01-14,2026-01-14 20:29:09
688802,沐曦股份-U,7.0,2026-01-14,2026-01-14 20:29:09
688800,瑞可达,8.0,2026-01-14,2026-01-14 20:29:09
688799,华纳药厂,9.0,2026-01-14,2026-01-14 20:29:09
688798,艾为电子,10.0,2026-01-14,2026-01-14 20:29:09
002475,立讯精密,1.0,2026-01-15,2026-01-15 09:42:49
300308,中际旭创,2.0,2026-01-15,2026-01-15 09:42:49
002130,沃尔核材,3.0,2026-01-15,2026-01-15 09:42:49
300502,新易盛,4.0,2026-01-15,2026-01-15 09:42:49
002837,英维克,5.0,2026-01-15,2026-01-15 09:42:49
600151,航天机电,6.0,2026-01-15,2026-01-15 09:42:49
301308,江波龙,7.0,2026-01-15,2026-01-15 09:42:49
603352,N至信,8.0,2026-01-15,2026-01-15 09:42:49
603799,华友钴业,9.0,2026-01-15,2026-01-15 09:42:49
002463,沪电股份,10.0,2026-01-15,2026-01-15 09:42:49
002475,立讯精密,1.0,2026-01-15,2026-01-15 09:45:02
300308,中际旭创,2.0,2026-01-15,2026-01-15 09:45:02
002130,沃尔核材,3.0,2026-01-15,2026-01-15 09:45:02
300502,新易盛,4.0,2026-01-15,2026-01-15 09:45:02
002837,英维克,5.0,2026-01-15,2026-01-15 09:45:02
600151,航天机电,6.0,2026-01-15,2026-01-15 09:45:02
301308,江波龙,7.0,2026-01-15,2026-01-15 09:45:02
603352,N至信,8.0,2026-01-15,2026-01-15 09:45:02
603799,华友钴业,9.0,2026-01-15,2026-01-15 09:45:02
002463,沪电股份,10.0,2026-01-15,2026-01-15 09:45:02
002475,立讯精密,1.0,2026-01-15,2026-01-15 23:07:56
300308,中际旭创,2.0,2026-01-15,2026-01-15 23:07:56
002130,沃尔核材,3.0,2026-01-15,2026-01-15 23:07:56
300502,新易盛,4.0,2026-01-15,2026-01-15 23:07:56
002837,英维克,5.0,2026-01-15,2026-01-15 23:07:56
600151,航天机电,6.0,2026-01-15,2026-01-15 23:07:56
301308,江波龙,7.0,2026-01-15,2026-01-15 23:07:56
603352,N至信,8.0,2026-01-15,2026-01-15 23:07:56
603799,华友钴业,9.0,2026-01-15,2026-01-15 23:07:56
002463,沪电股份,10.0,2026-01-15,2026-01-15 23:07:56
601138,XD工业富,1.0,2026-01-16,2026-01-16 17:32:56
603986,兆易创新,2.0,2026-01-16,2026-01-16 17:32:56
600584,长电科技,3.0,2026-01-16,2026-01-16 17:32:56
002050,三花智控,4.0,2026-01-16,2026-01-16 17:32:56
002156,通富微电,5.0,2026-01-16,2026-01-16 17:32:56
600703,三安光电,6.0,2026-01-16,2026-01-16 17:32:56
601669,中国电建,7.0,2026-01-16,2026-01-16 17:32:56
000559,万向钱潮,8.0,2026-01-16,2026-01-16 17:32:56
300274,阳光电源,9.0,2026-01-16,2026-01-16 17:32:56
603667,五洲新春,10.0,2026-01-16,2026-01-16 17:32:56
601138,XD工业富,1.0,2026-01-16,2026-01-16 17:34:44
603986,兆易创新,2.0,2026-01-16,2026-01-16 17:34:44
600584,长电科技,3.0,2026-01-16,2026-01-16 17:34:44
002050,三花智控,4.0,2026-01-16,2026-01-16 17:34:44
002156,通富微电,5.0,2026-01-16,2026-01-16 17:34:44
600703,三安光电,6.0,2026-01-16,2026-01-16 17:34:44
601669,中国电建,7.0,2026-01-16,2026-01-16 17:34:44
000559,万向钱潮,8.0,2026-01-16,2026-01-16 17:34:44
300274,阳光电源,9.0,2026-01-16,2026-01-16 17:34:44
603667,五洲新春,10.0,2026-01-16,2026-01-16 17:34:44
600089,特变电工,1.0,2026-01-19,2026-01-19 19:37:31
601179,中国西电,2.0,2026-01-19,2026-01-19 19:37:31
688041,海光信息,3.0,2026-01-19,2026-01-19 19:37:31
300502,新易盛,4.0,2026-01-19,2026-01-19 19:37:31
601888,中国中免,5.0,2026-01-19,2026-01-19 19:37:31
002202,金风科技,6.0,2026-01-19,2026-01-19 19:37:31
300274,阳光电源,7.0,2026-01-19,2026-01-19 19:37:31
600372,中航机载,8.0,2026-01-19,2026-01-19 19:37:31
300444,双杰电气,9.0,2026-01-19,2026-01-19 19:37:31
601689,拓普集团,10.0,2026-01-19,2026-01-19 19:37:31
