,momentum,BtM,ivol,ROA
2020-07-31,0.01933894952781505,0.02742962031912962,-0.03850428146331596,0.010072328839510003
2020-08-31,0.008940937229702902,-0.02736953543298633,0.004549017607610728,-0.017849150851748576
2020-09-30,0.035817354401548575,0.013109009152810045,-0.005596876000689569,0.0006671835263472974
2020-10-31,-0.012684762593699125,-0.00912034440209451,0.026754954345458753,0.010647335846661499
2020-11-30,0.04835009785294411,0.041796003290421595,-0.04281932196709665,-0.018398160163995772
2020-12-31,0.0120110856370063,-0.03371220459942177,-0.03102167891133806,-0.014681459641516383
2021-01-31,-0.0030692200102826646,-0.010794717400016269,0.012041492755330766,-0.009339900412856171
2021-02-28,0.031685656919909454,-0.007292635291528811,-0.02917543009576686,0.021372737021067654
2021-03-31,0.0009426905728159851,-0.015258697983842088,0.004890653421218805,-0.02370206790893905
2021-04-30,0.01142375827174996,0.017084317389364022,0.0035240825609852405,0.011854461753131132
2021-05-31,0.017570978399672657,0.02928716323296828,-0.06689239451402698,-0.04429048170471828
2021-06-30,-0.03901198928823307,-0.052273982661290574,0.03085269479251068,0.01626701031776519
2021-07-31,-0.03030240037727351,-0.02578519193786597,0.010062454274116174,0.013499676029436155
2021-08-31,-0.007807936500374863,-0.0277184016544005,0.005273519746769076,-0.015536012702010396
2021-09-30,0.016452495811296826,0.01263260049185672,-0.03558363850038184,-0.05286425183725509
2021-10-31,-0.014937847127870902,-0.009363974939080165,0.017524759773477682,-0.016556326332237564
2021-11-30,0.010726217402083849,-0.0007699777993541695,-0.002316992878837132,-0.023066413513670666
2021-12-31,-0.05301925972419624,-0.056163070483382656,0.008549153940538864,0.02083140745100572
2022-01-31,0.024278963071444983,0.04685736109894541,-0.04634276057007945,-0.07670672205089497
2022-02-28,0.02296505746732763,0.026834937442907637,0.03299975424427536,-0.01884520909154374
2022-03-31,0.00894631906951804,-0.0003730443937844576,-0.004264063829383992,-0.02475394262124451
2022-04-30,0.0006098570061402828,0.010569704083709977,0.0030513281283369355,-0.013754689279364206
2022-05-31,-0.006366462747720976,-0.001582243264051487,0.05375241402464683,0.017453727509504524
2022-06-30,0.006443362846326997,-0.03339850213789458,0.011748520250774568,-0.003978426015178171
2022-07-31,0.0049143773906470765,-0.016086528085498854,0.0005630391370693979,0.004333928290179498
2022-08-31,0.005570959253597019,-0.029141988406581203,0.03698329520772227,0.04049371656041804
2022-09-30,0.021192641498305295,0.01873991352458804,0.02920954997398621,-0.005919608500082978
2022-10-31,0.00596895446504769,0.007367028530262238,0.0073218697658180305,0.0017889833211515334
2022-11-30,-0.026387200745420204,-0.010053368225298231,-0.0033868411197880257,-0.01136811619974765
2022-12-31,-0.0032315833114965435,0.021467243363751092,0.028886847988680464,0.001232180070946741
2023-01-31,-0.032426668398186455,0.001063798753042947,0.013494899020672595,0.03690571531658503
2023-02-28,0.005723058861745414,0.011092107217312647,0.00858420650021585,0.005159608281388301
2023-03-31,0.025164167423301614,0.021878344302764897,0.03720346987448373,-0.025442582908793122
2023-04-30,-0.03681836020451307,0.016101637481685326,0.021288606307958813,-0.023943080800561064
2023-05-31,0.01345401631715655,-0.0404385083023137,-0.07568705318337003,0.02428009000433453
2023-06-30,-0.011062413096434928,-0.014973779550473038,0.014195572870802597,0.02989051880108118
2023-07-31,-0.014747961640106628,-0.032503695330047114,-0.05929838518638898,-0.014966811422521226
2023-08-31,0.007953499853660857,-0.007457238768840708,0.025484248627334817,0.027747869080807223
2023-09-30,0.018801176638994502,-0.007865602248694573,-0.014371851455062956,-0.02131406426442628
2023-10-31,-0.002353805574947133,0.011594948843150729,0.0076726473128369,0.010633189071758791
2023-11-30,0.017462034447015808,0.06324045987031054,0.06552886394742215,0.023745419740715402
2023-12-31,-0.006008069348078497,-0.02760953109392962,0.019778824339101882,0.042818045537575324
2024-01-31,-0.030702895765841058,-0.018666005863679613,-0.04813246475591604,0.012723556183777511
2024-02-29,-0.017043746656801806,-0.042079871768972425,-0.03862387420951226,-0.04991698838006292
2024-03-31,-0.03457110056714916,-0.034578416929922584,-0.019177398612983097,0.01743154200404406
2024-04-30,0.02155152378043645,0.00851511742730458,-0.03929788047489986,-0.04998766529076944
2024-05-31,-0.014555451574060525,-0.05600545670006944,-0.04022981586863145,0.008640213963434458
2024-06-30,0.03108587321345644,-0.02461943043102114,-0.024371504700478386,-0.0035821536912424706
2024-07-31,0.03374605050690571,0.022384438456681775,-0.03936075808278198,0.00406966051728682
2024-08-31,0.0002365054769949786,-0.059269021746967764,-0.030784836731961286,-0.018415867514984717
2024-09-30,0.0030305648918566757,0.003036653039377061,-0.027779692334889194,0.013694019424114579
2024-10-31,0.015980948673353604,0.012999151305240693,-0.03424884823961212,-0.0373351783500783
2024-11-30,0.009295051870429723,0.0002456026356673314,0.038350737034433015,-0.000868432308366196
2024-12-31,-0.03397738391729184,-0.048840472934305226,0.05597857182875247,-0.001981311368632258
2025-01-31,-0.0270037008440499,-0.01792982749558606,-0.04107071338552408,-0.0018758779958420648
2025-02-28,0.018016168588351346,0.01971193874852599,-0.010094065449111268,0.04635962362059075
2025-03-31,0.03098142265585524,0.03652758124596475,-0.004595998841967265,-0.04475094249804308
2025-04-30,0.02101664471878156,0.024947482589150728,-0.009584818902087754,-0.02201338292655934
2025-05-31,-0.019351825974212134,-0.005285069882950546,-0.061551216001806804,-0.003622363274742585
2025-06-30,-0.04013593939651523,-0.03129612398166033,0.004433581881505239,-0.01662082818472492
2025-07-31,0.019018144277817537,-0.03121829720830204,-0.017202153038189765,-0.01611970776088778
2025-08-31,0.0074363011238853085,-0.009372180368507045,0.03042121683966777,-0.014951416345603895
2025-09-30,-0.026080603120795427,-0.015412289640197417,0.012610925797154428,0.028053848466685384
2025-10-31,0.03867442127602536,0.001846293537444029,-0.0021735276255973055,0.011643375350246583
2025-11-30,0.017827124952004378,0.034097508939590654,-0.01733627554365911,-0.020182927151307664
2025-12-31,-0.024574092314778067,-0.04844164353069552,0.009459621381375403,0.028011398523244815
2026-01-31,-0.030515390881623587,0.02103366010688748,-0.023355156756088027,0.01916468050559461
2026-02-28,0.03404213139820225,0.02587173845383421,0.020136916743113836,-0.04704366304686911
2026-03-31,0.012872586693418028,-0.0017419364673603149,-0.021846301120575944,0.024698417213868618
2026-04-30,-0.010073117538288861,0.012376914517669237,0.011195698822402119,0.05715744263785906
